contact_info,contact_id,email,first_name,last_name
"{""contact_id"": 2368, ""name"": ""Meta Cuzzocrea"", ""email"": ""meta.cuzzocrea@howard-jensen.org""}",2368,,Meta,Cuzzocrea
"{""contact_id"": 1501, ""name"": ""Alma Raymond"", ""email"": ""alma.raymond@tin.it""}",1501,alma.raymond@tin.it,Alma,Raymond
"{""contact_id"": 4351, ""name"": ""Kathleen Solimena"", ""email"": ""kathleen.solimena@wallace.biz""}",4351,kathleen.solimena@wallace.biz,Kathleen,Solimena
"{""contact_id"": 3096, ""name"": ""Zacharie Cordier"", ""email"": ""zacharie.cordier@gmail.com""}",3096,zacharie.cordier@gmail.com,Zacharie,Cordier
"{""contact_id"": 6162, ""name"": ""Riza Techer"", ""email"": ""riza.techer@yahoo.com""}",6162,riza.techer@yahoo.com,Riza,Techer
"{""contact_id"": 1433, ""name"": ""Enrique Guillen"", ""email"": ""enrique.guillen@hotmail.co.uk""}",1433,enrique.guillen@hotmail.co,Enrique,Guillen
"{""contact_id"": 2720, ""name"": ""Tristan Weeks"", ""email"": ""tristan.weeks@pena.com""}",2720,tristan.weeks@pena.com,Tristan,Weeks
"{""contact_id"": 5251, ""name"": ""Natalie Lerma"", ""email"": ""natalie.lerma@boucher.com""}",5251,natalie.lerma@boucher.com,Natalie,Lerma
"{""contact_id"": 1797, ""name"": ""Rodney Hamon"", ""email"": ""rodney.hamon@hotmail.com""}",1797,rodney.hamon@hotmail.com,Rodney,Hamon
"{""contact_id"": 1656, ""name"": ""Adalberto Lombardo"", ""email"": ""adalberto.lombardo@sfr.fr""}",1656,adalberto.lombardo@sfr.fr,Adalberto,Lombardo
"{""contact_id"": 1346, ""name"": ""Florencia Querini"", ""email"": ""florencia.querini@gmail.com""}",1346,florencia.querini@gmail.com,Florencia,Querini
"{""contact_id"": 2989, ""name"": ""Liam Rolland"", ""email"": ""liam.rolland@yahoo.fr""}",2989,liam.rolland@yahoo.fr,Liam,Rolland
"{""contact_id"": 5629, ""name"": ""Ian Kelly"", ""email"": ""ian.kelly@reeves.com.au""}",5629,ian.kelly@reeves.com,Ian,Kelly
"{""contact_id"": 3456, ""name"": ""Mehdi Todd"", ""email"": ""mehdi.todd@web.de""}",3456,mehdi.todd@web.de,Mehdi,Todd
"{""contact_id"": 3229, ""name"": ""Rembrandt Liguori"", ""email"": ""rembrandt.liguori@davis.org""}",3229,rembrandt.liguori@davis.org,Rembrandt,Liguori
"{""contact_id"": 2277, ""name"": ""Irmi Schweitzer"", ""email"": ""irmi.schweitzer@ozuna.com""}",2277,irmi.schweitzer@ozuna.com,Irmi,Schweitzer
"{""contact_id"": 1276, ""name"": ""Gioffre Stein"", ""email"": ""gioffre.stein@hotmail.com.au""}",1276,gioffre.stein@hotmail.com,Gioffre,Stein
"{""contact_id"": 3694, ""name"": ""Frida Villarreal"", ""email"": ""frida.villarreal@hotmail.de""}",3694,frida.villarreal@hotmail.de,Frida,Villarreal
"{""contact_id"": 2260, ""name"": ""Steffen Mangold"", ""email"": ""steffen.mangold@paul.net""}",2260,steffen.mangold@paul.net,Steffen,Mangold
"{""contact_id"": 5374, ""name"": ""Elias Marin"", ""email"": ""elias.marin@herve.net""}",5374,elias.marin@herve.net,Elias,Marin
"{""contact_id"": 4420, ""name"": ""Roman Gonzalez"", ""email"": ""roman.gonzalez@anderson.net""}",4420,roman.gonzalez@anderson.net,Roman,Gonzalez
"{""contact_id"": 3849, ""name"": ""Reina Middleton"", ""email"": ""reina.middleton@hotmail.com""}",3849,reina.middleton@hotmail.com,Reina,Middleton
"{""contact_id"": 1638, ""name"": ""Sandro Moran"", ""email"": ""sandro.moran@hotmail.de""}",1638,sandro.moran@hotmail.de,Sandro,Moran
"{""contact_id"": 5230, ""name"": ""Gebhard Thanel"", ""email"": ""gebhard.thanel@gmail.com""}",5230,gebhard.thanel@gmail.com,Gebhard,Thanel
"{""contact_id"": 1763, ""name"": ""Antonino Bolander"", ""email"": ""antonino.bolander@gmail.com""}",1763,antonino.bolander@gmail.com,Antonino,Bolander
"{""contact_id"": 4323, ""name"": ""Karl Trevisani"", ""email"": ""karl.trevisani@anguissola.it""}",4323,karl.trevisani@anguissola.it,Karl,Trevisani
"{""contact_id"": 5256, ""name"": ""Silvester Brookes"", ""email"": ""silvester.brookes@franco.org""}",5256,silvester.brookes@franco.org,Silvester,Brookes
"{""contact_id"": 4836, ""name"": ""Octavio Pratt"", ""email"": ""octavio.pratt@web.de""}",4836,octavio.pratt@web.de,Octavio,Pratt
"{""contact_id"": 5981, ""name"": ""Rebecca Greer"", ""email"": ""rebecca.greer@hotmail.com""}",5981,rebecca.greer@hotmail.com,Rebecca,Greer
"{""contact_id"": 1463, ""name"": ""Pierina Gaggini"", ""email"": ""pierina.gaggini@free.fr""}",1463,pierina.gaggini@free.fr,Pierina,Gaggini
"{""contact_id"": 4577, ""name"": ""Robin Schleich"", ""email"": ""robin.schleich@rogers-barrera.biz""}",4577,,Robin,Schleich
"{""contact_id"": 4951, ""name"": ""Sergio Abbott"", ""email"": ""sergio.abbott@moore.net.au""}",4951,sergio.abbott@moore.net,Sergio,Abbott
"{""contact_id"": 3567, ""name"": ""Gilberto Evans"", ""email"": ""gilberto.evans@salcedo-archuleta.net""}",3567,,Gilberto,Evans
"{""contact_id"": 5475, ""name"": ""James Elliott"", ""email"": ""james.elliott@gmail.com""}",5475,james.elliott@gmail.com,James,Elliott
"{""contact_id"": 2114, ""name"": ""Timoteo Bolnbach"", ""email"": ""timoteo.bolnbach@laboratorios.com""}",2114,timoteo.bolnbach@laboratorios.com,Timoteo,Bolnbach
"{""contact_id"": 5216, ""name"": ""Tonino Stanley"", ""email"": ""tonino.stanley@hotmail.com""}",5216,tonino.stanley@hotmail.com,Tonino,Stanley
"{""contact_id"": 1665, ""name"": ""Margaretha Murialdo"", ""email"": ""margaretha.murialdo@meunier.com""}",1665,margaretha.murialdo@meunier.com,Margaretha,Murialdo
"{""contact_id"": 6051, ""name"": ""Bianca Drubin"", ""email"": ""bianca.drubin@libero.it""}",6051,bianca.drubin@libero.it,Bianca,Drubin
"{""contact_id"": 3983, ""name"": ""Kaylee Hoffmann"", ""email"": ""kaylee.hoffmann@poulain.com""}",3983,kaylee.hoffmann@poulain.com,Kaylee,Hoffmann
